TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,ProductName,Category,UnitPrice,Name,Region,JoinDate
492,2025-05-04,1158,2081,404,3.0,2984.88,Office-Light,Clothing,746.22,Kelly Gallagher,East,2024-03-02
493,2025-05-04,1004,2000,404,0.0,2907.93,Electronics-Be,Electronics,969.31,Kerry Collins,North,2023-09-12
494,2025-05-04,1004,2067,403,2.0,465.52,Clothing-Remain,Electronics,290.95,Kerry Collins,North,2023-09-12
495,2025-05-04,1004,2064,404,1.0,1323.18,Electronics-Stop,Home,294.04,Kerry Collins,North,2023-09-12
496,2025-05-04,1027,2012,402,1.0,1121.74,Clothing-Artist,Electronics,623.19,Anthony Schroeder,east,2020-10-04
497,2025-05-04,1049,2079,403,2.0,3802.16,Office-Who,Home,950.54,Rebecca Jordan,West,2022-10-08
498,2025-05-04,1068,2050,401,2.0,0.0,Electronics-Young,Home,186.78,Melissa Gutierrez,East,2023-12-25
499,2025-05-04,1103,2058,402,1.0,600.08,Home-Wear,Home,666.75,Megan Chandler,East,2023-06-25
500,2025-05-04,1076,2087,401,0.0,159.32,Electronics-Rather,Clothing,159.32,Glenn Shelton,east,2024-05-01
501,2025-05-04,1023,2051,404,3.0,351.96,Home-Century,Electronics,117.32,Dustin Medina,east,2021-06-14
502,2025-05-04,1141,2060,401,0.0,408.38,Office-Term,Home,408.38,David Palmer,North,2022-09-16
503,2025-05-04,1179,2021,401,3.0,835.41,Clothing-Skill,Office,835.41,Desiree Miller,EAST,2021-12-21
504,2025-05-04,1111,2082,403,0.0,0.0,Office-Figure,Office,266.6,Ronald Chavez,south-west,2021-06-24
505,2025-05-04,1135,2005,402,1.0,1157.71,Office-Huge,Home,428.78,Christopher Chen,South,2023-09-10
506,2025-05-04,1177,2072,404,2.0,1008.72,Electronics-Become,Office,420.3,Katherine West,east,2020-11-01
507,2025-05-04,1011,2009,403,0.0,0.0,Office-Raise,Clothing,66.31,Amanda Myers,West,2021-09-05
508,2025-05-04,1045,2040,401,1.0,31.09,Clothing-Determine,Office,34.54,Dr. Susan Bailey,North,2020-10-02
509,2025-05-04,1150,2018,404,0.0,1084.52,Electronics-Nature,Electronics,542.26,Bobby Hunter,North,2020-12-06
510,2025-05-04,1076,2020,402,3.0,2254.98,Electronics-Share,Clothing,375.83,Glenn Shelton,east,2024-05-01
511,2025-05-04,1173,2069,403,3.0,232.39,Clothing-Garden,Home,232.39,David King MD,North,2022-09-14
512,2025-05-04,1193,2094,402,0.0,1480.05,Office-Fight,Clothing,493.35,Nancy King,South,2022-05-23
513,2025-05-04,1128,2095,403,0.0,0.0,Home-Seem,Office,490.79,Vincent Day,North,2022-07-03
514,2025-05-04,1025,2055,402,0.0,107.88,Clothing-Politics,Home,53.94,Garrett Lewis,South,2023-08-04
515,2025-05-04,1087,2077,404,2.0,449.46,Office-Ball,Electronics,561.83,Carla Tran,EAST,2020-07-22
516,2025-05-04,1007,2081,403,3.0,746.22,Office-Light,Clothing,746.22,David Kim,West,2020-05-20
517,2025-05-04,1125,2029,403,3.0,40.53,Home-Yourself,Electronics,13.51,Debbie Andrews,West,2021-05-22
518,2025-05-04,1110,2023,404,0.0,1879.08,Home-Yeah,Electronics,939.54,Melissa Grimes,South,2024-03-14
519,2025-05-04,1197,2079,403,1.0,855.49,Office-Who,Home,950.54,William Wilson,West,2023-04-04
520,2025-05-04,1182,2009,401,2.0,53.05,Office-Raise,Clothing,66.31,James Gray,West,2020-07-24
521,2025-05-04,1039,2048,402,3.0,357.63,Electronics-Candidate,Home,357.63,Brandy Good,West,2023-05-21
522,2025-05-04,1081,2046,401,0.0,33.43,Clothing-Worry,Clothing,33.43,Ryan White,South,2020-09-04
523,2025-05-04,1001,2039,404,2.0,2343.46,Clothing-Need,Clothing,976.44,John Silva,East,2020-12-01
524,2025-05-04,1194,2034,401,1.0,245.11,Clothing-Feel,Office,136.17,Casey Brown,Central,2024-02-09
525,2025-05-04,1022,2023,404,3.0,5637.24,Home-Yeah,Electronics,939.54,Austin Gutierrez,EAST,2021-11-25
526,2025-05-04,1142,2071,404,0.0,615.16,Clothing-Success,Office,615.16,Marvin Hamilton,North,2022-04-23
527,2025-05-04,1006,2011,403,0.0,1229.22,Electronics-Religious,Clothing,409.74,Hannah Ray,West,2021-07-03
528,2025-05-04,1152,2076,403,3.0,2418.21,Clothing-Affect,Clothing,806.07,Thomas Garcia,east,2022-09-14
529,2025-05-04,1003,2037,404,3.0,1440.56,Clothing-Meeting,Electronics,360.14,David Brennan,North,2020-05-21
530,2025-05-04,1199,2010,402,1.0,210.17,Electronics-Themselves,Clothing,77.84,James Cooley,West,2020-07-23
531,2025-05-04,1175,2048,402,1.0,965.6,Electronics-Candidate,Home,357.63,Teresa Lopez,West,2021-10-20
532,2025-05-04,1068,2038,403,3.0,0.0,Office-Soon,Clothing,926.51,Melissa Gutierrez,East,2023-12-25
533,2025-05-04,1037,2008,402,3.0,266.36,Electronics-Skin,Home,66.59,Lisa Sanders,West,2020-06-03
534,2025-05-04,1070,2053,403,3.0,1830.45,Home-Ground,Office,610.15,Brittany Johnson,East,2021-06-04
535,2025-05-04,1005,2009,403,2.0,53.05,Office-Raise,Clothing,66.31,Jessica Mora,South,2021-08-05
535,2025-05-04,1005,2009,403,2.0,53.05,Office-Raise,Clothing,66.31,Jessica Mora,South,2021-08-05
536,2025-05-04,1063,2092,404,1.0,867.98,Electronics-Add,Office,482.21,Howard Case,south-west,2021-02-15
537,2025-05-04,1117,2013,402,2.0,2244.86,Office-Cultural,Home,935.36,Amanda Lang,North,2024-04-14
538,2025-05-04,1001,2050,403,3.0,0.0,Electronics-Young,Home,186.78,John Silva,East,2020-12-01
539,2025-05-04,1084,2056,403,3.0,1574.16,Office-About,Electronics,524.72,Martha Mccall,North,2022-05-31
540,2025-05-04,1166,2076,402,2.0,0.0,Clothing-Affect,Clothing,806.07,David Mccullough,south-west,2021-12-15
541,2025-05-04,1082,2077,402,3.0,0.0,Office-Ball,Electronics,561.83,Connor Martin,Central,2023-01-05
542,2025-05-04,1080,2022,404,2.0,1073.89,Home-Economy,Electronics,671.18,Thomas Parker,south-west,2023-02-28
543,2025-05-04,1074,2094,404,1.0,444.02,Office-Fight,Clothing,493.35,Alyssa Evans,West,2021-10-27
544,2025-05-04,1083,2048,403,3.0,0.0,Electronics-Candidate,Home,357.63,Jacqueline Bishop,South,2020-06-05
545,2025-05-04,1093,2014,402,1.0,221.67,Clothing-Eat,Home,246.3,Christian Medina,East,2023-02-04
546,2025-05-04,1174,2098,401,3.0,2723.58,Clothing-Trouble,Electronics,907.86,Deborah Saunders,West,2021-12-25
547,2025-05-04,1181,2026,404,2.0,507.74,Clothing-Use,Home,211.56,Tiffany Smith,East,2024-04-07
548,2025-05-04,1177,2008,404,3.0,332.95,Electronics-Skin,Home,66.59,Katherine West,east,2020-11-01
549,2025-05-04,1035,2081,403,1.0,1343.2,Office-Light,Clothing,746.22,Lorraine Rodriguez,East,2022-09-26
550,2025-05-04,1064,2084,402,3.0,845.55,Office-Stuff,Clothing,281.85,Joshua Cline,EAST,2024-02-19
551,2025-05-04,1096,2009,404,3.0,198.93,Office-Raise,Clothing,66.31,Patricia Rogers,South,2024-01-10
552,2025-05-04,1149,2051,404,0.0,0.0,Home-Century,Electronics,117.32,Jordan Elliott,North,2020-05-13
553,2025-05-04,1092,2089,401,0.0,827.04,Electronics-Action,Office,413.52,Timothy Hill,West,2023-09-07
554,2025-05-04,1196,2031,403,1.0,1526.31,Office-Develop,Office,565.3,Dr. Elizabeth Johnston DDS,North,2022-02-09
555,2025-05-04,1165,2078,401,3.0,142.01,Electronics-Film,Office,142.01,Richard Burnett,Central,2022-07-24
556,2025-05-04,1192,2042,404,0.0,1005.66,Clothing-Lawyer,Home,167.61,Gregory Medina,EAST,2020-06-06
557,2025-05-04,1002,2012,403,1.0,560.87,Clothing-Artist,Electronics,623.19,Mark Marshall,Central,2020-08-08
558,2025-05-04,1130,2095,402,3.0,1963.16,Home-Seem,Office,490.79,Mary Sandoval,North,2020-10-06
559,2025-05-04,1095,2050,404,1.0,168.1,Electronics-Young,Home,186.78,Dr. Jason Scott,South,2021-04-07
560,2025-05-04,1088,2003,404,0.0,385.18,Electronics-Training,Clothing,385.18,Lindsay Torres,east,2021-12-30
561,2025-05-04,1075,2053,401,0.0,1830.45,Home-Ground,Office,610.15,Joseph Chavez,North,2023-01-01
562,2025-05-04,1186,2018,403,2.0,1301.42,Electronics-Nature,Electronics,542.26,Timothy Williams,West,2021-09-28
563,2025-05-04,1087,2058,402,3.0,2667.0,Home-Wear,Home,666.75,Carla Tran,EAST,2020-07-22
564,2025-05-04,1089,2060,401,3.0,408.38,Office-Term,Home,408.38,Matthew Hernandez,North,2023-04-12
565,2025-05-04,1184,2089,404,2.0,1984.9,Electronics-Action,Office,413.52,Brittney Chen,EAST,2023-07-20
566,2025-05-04,1017,2038,401,0.0,0.0,Office-Soon,Clothing,926.51,Brittney Burnett,North,2020-07-03
567,2025-05-04,1005,2043,401,1.0,786.1,Electronics-Practice,Office,873.45,Jessica Mora,South,2021-08-05
567,2025-05-04,1005,2043,401,1.0,786.1,Electronics-Practice,Office,873.45,Jessica Mora,South,2021-08-05
568,2025-05-04,1189,2031,402,1.0,2035.08,Office-Develop,Office,565.3,Jennifer Farrell,North,2022-11-18
569,2025-05-04,1084,2071,404,3.0,0.0,Clothing-Success,Office,615.16,Martha Mccall,North,2022-05-31
570,2025-05-04,1059,2051,402,1.0,527.94,Home-Century,Electronics,117.32,Steve Massey,West,2020-08-06
571,2025-05-04,1163,2084,404,3.0,845.55,Office-Stuff,Clothing,281.85,Elizabeth Vaughn,West,2023-05-01
572,2025-05-04,1007,2094,402,3.0,493.35,Office-Fight,Clothing,493.35,David Kim,West,2020-05-20
573,2025-05-04,1151,2054,404,0.0,0.0,Electronics-Above,Office,900.51,Sabrina Lester,West,2022-07-16
574,2025-05-04,1180,2027,402,2.0,0.0,Home-Purpose,Office,258.61,Jennifer Smith,south-west,2020-10-03
575,2025-05-04,1192,2090,401,0.0,286.56,Office-Staff,Office,71.64,Gregory Medina,EAST,2020-06-06
576,2025-05-04,1137,2023,403,2.0,1503.26,Home-Yeah,Electronics,939.54,Jessica Harmon,south-west,2022-11-05
577,2025-05-04,1050,2058,401,2.0,1066.8,Home-Wear,Home,666.75,Jeffrey Mclaughlin,EAST,2022-03-28
578,2025-05-04,1171,2062,403,3.0,619.36,Office-Receive,Clothing,619.36,Ronald Marquez,south-west,2024-04-21
579,2025-05-04,1156,2050,401,2.0,0.0,Electronics-Young,Home,186.78,Dennis Acevedo,East,2023-06-18
580,2025-05-04,1090,2058,402,2.0,1066.8,Home-Wear,Home,666.75,Nicholas Dunlap,South,2020-10-11
581,2025-05-04,1157,2075,401,1.0,702.58,Electronics-Letter,Electronics,780.64,Cheryl Wu,West,2021-12-10
582,2025-05-04,1080,2015,402,2.0,1619.93,Office-Itself,Clothing,674.97,Thomas Parker,south-west,2023-02-28
583,2025-05-04,1029,2023,403,1.0,0.0,Home-Yeah,Electronics,939.54,Gina Powers,West,2022-10-26
584,2025-05-04,1130,2049,404,1.0,845.86,Office-Easy,Home,939.84,Mary Sandoval,North,2020-10-06
585,2025-05-04,1147,2049,404,1.0,845.86,Office-Easy,Home,939.84,William Palmer,south-west,2023-08-14
586,2025-05-04,1124,2081,402,1.0,2686.39,Office-Light,Clothing,746.22,Megan Novak,East,2022-12-19
587,2025-05-04,1125,2036,402,1.0,588.55,Electronics-Candidate,Home,217.98,Debbie Andrews,West,2021-05-22
588,2025-05-04,1080,2057,401,2.0,699.17,Clothing-Identify,Home,436.98,Thomas Parker,south-west,2023-02-28
589,2025-05-04,1002,2062,402,1.0,1114.85,Office-Receive,Clothing,619.36,Mark Marshall,Central,2020-08-08
590,2025-05-04,1098,2071,404,3.0,1845.48,Clothing-Success,Office,615.16,Jeffrey Maxwell,West,2022-01-27
591,2025-05-04,1175,2062,404,3.0,1858.08,Office-Receive,Clothing,619.36,Teresa Lopez,West,2021-10-20
592,2025-05-04,1125,2021,401,0.0,1670.82,Clothing-Skill,Office,835.41,Debbie Andrews,West,2021-05-22
593,2025-05-04,1194,2028,403,0.0,637.94,Electronics-Take,Electronics,637.94,Casey Brown,Central,2024-02-09
594,2025-05-04,1070,2028,403,1.0,0.0,Electronics-Take,Electronics,637.94,Brittany Johnson,East,2021-06-04
595,2025-05-04,1199,2058,404,0.0,2667.0,Home-Wear,Home,666.75,James Cooley,West,2020-07-23
596,2025-05-04,1146,2014,403,2.0,0.0,Clothing-Eat,Home,246.3,Jonathan Andrade,south-west,2020-06-07
597,2025-05-04,1138,2096,401,3.0,2688.72,Office-Discuss,Home,672.18,Bonnie Stewart,South,2022-04-19
598,2025-05-04,1139,2027,404,0.0,258.61,Home-Purpose,Office,258.61,Heather Olson,Central,2021-04-20
599,2025-05-04,1188,2083,402,2.0,1229.06,Clothing-Cut,Home,768.16,Ashley Todd,North,2023-09-04
600,2025-05-04,1008,2057,403,2.0,699.17,Clothing-Identify,Home,436.98,William Ramirez,EAST,2023-09-15
601,2025-05-04,1022,2056,401,1.0,2361.24,Office-About,Electronics,524.72,Austin Gutierrez,EAST,2021-11-25
602,2025-05-04,1053,2094,403,3.0,493.35,Office-Fight,Clothing,493.35,Benjamin Cline,east,2022-01-25
603,2025-05-04,1042,2078,402,1.0,127.81,Electronics-Film,Office,142.01,Christopher Dodson,North,2023-10-30
604,2025-05-04,1052,2007,403,2.0,2333.56,Clothing-Over,Electronics,583.39,Brandon Hinton,south-west,2022-11-10
605,2025-05-04,1152,2068,402,2.0,656.19,Home-Read,Electronics,820.24,Thomas Garcia,east,2022-09-14
606,2025-05-04,1180,2037,403,2.0,288.11,Clothing-Meeting,Electronics,360.14,Jennifer Smith,south-west,2020-10-03
607,2025-05-04,1131,2086,401,1.0,2414.07,Home-Of,Home,894.1,Mark Gomez,West,2020-06-11
608,2025-05-04,1192,2052,401,2.0,0.0,Office-Year,Home,731.26,Gregory Medina,EAST,2020-06-06
609,2025-05-04,1167,2016,402,1.0,290.72,Home-He,Office,323.02,Terry Frederick,North,2021-12-20
610,2025-05-04,1037,2091,403,1.0,0.0,Office-Mrs,Office,905.79,Lisa Sanders,West,2020-06-03
611,2025-05-04,1194,2086,404,3.0,0.0,Home-Of,Home,894.1,Casey Brown,Central,2024-02-09
612,2025-05-04,1036,2073,403,3.0,1997.72,Clothing-Executive,Office,499.43,Robert Bishop,south-west,2020-09-14
613,2025-05-04,1096,2057,401,0.0,1310.94,Clothing-Identify,Home,436.98,Patricia Rogers,South,2024-01-10
614,2025-05-04,1103,2065,403,2.0,376.27,Office-Animal,Home,470.34,Megan Chandler,East,2023-06-25
615,2025-05-04,1116,2062,403,0.0,1238.72,Office-Receive,Clothing,619.36,Melissa Rivera,Central,2021-10-25
616,2025-05-04,1198,2093,401,3.0,0.0,Home-Real,Home,755.94,Chris Allen,south-west,2022-10-11
617,2025-05-04,1162,2085,403,0.0,0.0,Electronics-Officer,Home,242.15,Deborah Rice,east,2022-01-14
618,2025-05-04,1136,2050,402,3.0,933.9,Electronics-Young,Home,186.78,Scott Hernandez,South,2024-02-09
619,2025-05-04,1054,2063,403,2.0,441.97,Home-Good,Office,552.46,Laura Mcdonald,South,2022-12-03
620,2025-05-04,1072,2043,402,3.0,4367.25,Electronics-Practice,Office,873.45,Shannon Schmitt,EAST,2022-08-23
621,2025-05-04,1087,2087,401,0.0,637.28,Electronics-Rather,Clothing,159.32,Carla Tran,EAST,2020-07-22
622,2025-05-04,1025,2080,404,0.0,3329.04,Office-Doctor,Office,832.26,Garrett Lewis,South,2023-08-04
623,2025-05-04,1031,2020,404,3.0,1127.49,Electronics-Share,Clothing,375.83,Jessica Frazier,West,2021-10-20
624,2025-05-04,1000,2054,402,1.0,1620.92,Electronics-Above,Office,900.51,Robert Gomez,West,2024-02-25
625,2025-05-04,1166,2038,402,2.0,2223.62,Office-Soon,Clothing,926.51,David Mccullough,south-west,2021-12-15
626,2025-05-04,1023,2083,403,2.0,1229.06,Clothing-Cut,Home,768.16,Dustin Medina,east,2021-06-14
627,2025-05-04,1021,2047,402,0.0,1674.9,Clothing-Hair,Office,334.98,Aaron Burnett,South,2024-02-13
628,2025-05-04,1101,2080,403,1.0,3745.17,Office-Doctor,Office,832.26,Ryan Martin,south-west,2020-11-14
629,2025-05-04,1109,2083,401,0.0,768.16,Clothing-Cut,Home,768.16,Aaron Garcia,EAST,2023-07-31
630,2025-05-04,1000,2027,404,0.0,517.22,Home-Purpose,Office,258.61,Robert Gomez,West,2024-02-25
631,2025-05-04,1033,2075,402,3.0,780.64,Electronics-Letter,Electronics,780.64,Paul Perkins,east,2022-03-16
632,2025-05-04,1002,2001,403,0.0,824.7,Electronics-Be,Clothing,412.35,Mark Marshall,Central,2020-08-08
633,2025-05-04,1108,2088,402,3.0,3546.75,Office-Evening,Clothing,709.35,Sharon Bautista,Central,2022-07-31
634,2025-05-04,1018,2029,404,0.0,27.02,Home-Yourself,Electronics,13.51,Edwin Garrison,south-west,2020-08-31
635,2025-05-04,1187,2013,401,2.0,2993.15,Office-Cultural,Home,935.36,Kayla Solomon,North,2022-06-10
636,2025-05-04,1094,2038,402,3.0,926.51,Office-Soon,Clothing,926.51,Robert Jones,West,2023-11-18
637,2025-05-04,1198,2096,402,1.0,1814.89,Office-Discuss,Home,672.18,Chris Allen,south-west,2022-10-11
638,2025-05-04,1017,2067,401,1.0,523.71,Clothing-Remain,Electronics,290.95,Brittney Burnett,North,2020-07-03
639,2025-05-04,1112,2044,402,1.0,560.47,Office-Society,Clothing,207.58,Joseph Flores,East,2021-04-03
640,2025-05-04,1105,2078,404,1.0,383.43,Electronics-Film,Office,142.01,Taylor Clarke,Central,2023-03-11
641,2025-05-04,1022,2012,402,0.0,623.19,Clothing-Artist,Electronics,623.19,Austin Gutierrez,EAST,2021-11-25
642,2025-05-04,1150,2093,404,2.0,1814.26,Home-Real,Home,755.94,Bobby Hunter,North,2020-12-06
643,2025-05-04,1109,2040,402,1.0,31.09,Clothing-Determine,Office,34.54,Aaron Garcia,EAST,2023-07-31
644,2025-05-04,1070,2082,401,1.0,719.82,Office-Figure,Office,266.6,Brittany Johnson,East,2021-06-04
645,2025-05-04,1141,2076,403,0.0,3224.28,Clothing-Affect,Clothing,806.07,David Palmer,North,2022-09-16
646,2025-05-04,1168,2038,402,1.0,1667.72,Office-Soon,Clothing,926.51,Denise Gonzales,South,2022-05-02
647,2025-05-04,1191,2050,403,0.0,560.34,Electronics-Young,Home,186.78,Kyle Smith Jr.,South,2023-10-31
648,2025-05-04,1005,2030,404,3.0,679.88,Clothing-First,Home,169.97,Jessica Mora,South,2021-08-05
648,2025-05-04,1005,2030,404,3.0,679.88,Clothing-First,Home,169.97,Jessica Mora,South,2021-08-05
649,2025-05-04,1028,2030,404,0.0,509.91,Clothing-First,Home,169.97,Haley Wagner,West,2023-11-03
650,2025-05-04,1135,2001,403,2.0,989.64,Electronics-Be,Clothing,412.35,Christopher Chen,South,2023-09-10
651,2025-05-04,1033,2049,404,2.0,751.87,Office-Easy,Home,939.84,Paul Perkins,east,2022-03-16
652,2025-05-04,1139,2087,402,3.0,0.0,Electronics-Rather,Clothing,159.32,Heather Olson,Central,2021-04-20
653,2025-05-04,1197,2009,401,0.0,265.24,Office-Raise,Clothing,66.31,William Wilson,West,2023-04-04
654,2025-05-04,1003,2033,402,0.0,836.25,Clothing-Argue,Electronics,836.25,David Brennan,North,2020-05-21
655,2025-05-04,1015,2050,403,3.0,560.34,Electronics-Young,Home,186.78,Jennifer Rodgers,North,2023-02-12
656,2025-05-04,1108,2089,404,0.0,413.52,Electronics-Action,Office,413.52,Sharon Bautista,Central,2022-07-31
657,2025-05-04,1163,2068,402,2.0,3280.96,Home-Read,Electronics,820.24,Elizabeth Vaughn,West,2023-05-01
658,2025-05-04,1021,2039,401,1.0,878.8,Clothing-Need,Clothing,976.44,Aaron Burnett,South,2024-02-13
659,2025-05-04,1039,2068,403,3.0,2460.72,Home-Read,Electronics,820.24,Brandy Good,West,2023-05-21
660,2025-05-04,1150,2081,401,2.0,1193.95,Office-Light,Clothing,746.22,Bobby Hunter,North,2020-12-06
661,2025-05-04,1178,2055,402,0.0,53.94,Clothing-Politics,Home,53.94,Katherine Kerr,EAST,2020-11-13
662,2025-05-04,1062,2011,404,0.0,0.0,Electronics-Religious,Clothing,409.74,Ashley Harmon,South,2024-02-13
663,2025-05-04,1116,2078,401,2.0,0.0,Electronics-Film,Office,142.01,Melissa Rivera,Central,2021-10-25
664,2025-05-04,1170,2094,402,0.0,986.7,Office-Fight,Clothing,493.35,Eric Davis,North,2023-10-15
665,2025-05-04,1003,2090,402,0.0,143.28,Office-Staff,Office,71.64,David Brennan,North,2020-05-21
666,2025-05-04,1041,2063,403,2.0,1325.9,Home-Good,Office,552.46,David Beltran,east,2021-01-18
667,2025-05-04,1042,2047,402,2.0,803.95,Clothing-Hair,Office,334.98,Christopher Dodson,North,2023-10-30
668,2025-05-04,1187,2015,401,2.0,0.0,Office-Itself,Clothing,674.97,Kayla Solomon,North,2022-06-10
669,2025-05-04,1109,2034,401,2.0,326.81,Clothing-Feel,Office,136.17,Aaron Garcia,EAST,2023-07-31
670,2025-05-04,1182,2073,401,3.0,499.43,Clothing-Executive,Office,499.43,James Gray,West,2020-07-24
671,2025-05-04,1116,2065,403,0.0,470.34,Office-Animal,Home,470.34,Melissa Rivera,Central,2021-10-25
672,2025-05-04,1127,2072,402,2.0,1008.72,Electronics-Become,Office,420.3,George Edwards,Central,2023-05-12
673,2025-05-04,1040,2032,401,0.0,0.0,Electronics-There,Electronics,945.6,Angel Lee,Central,2022-04-08
674,2025-05-04,1058,2094,401,0.0,493.35,Office-Fight,Clothing,493.35,Steven Jackson,Central,2020-06-26
675,2025-05-04,1003,2031,401,3.0,1695.9,Office-Develop,Office,565.3,David Brennan,North,2020-05-21
676,2025-05-04,1093,2049,402,1.0,1691.71,Office-Easy,Home,939.84,Christian Medina,East,2023-02-04
677,2025-05-04,1009,2070,404,1.0,30.76,Clothing-About,Clothing,34.18,Zachary Bell Jr.,East,2023-04-20
678,2025-05-04,1082,2031,404,2.0,452.24,Office-Develop,Office,565.3,Connor Martin,Central,2023-01-05
679,2025-05-04,1069,2009,403,0.0,0.0,Office-Raise,Clothing,66.31,Virginia Warren,North,2023-08-24
680,2025-05-04,1128,2086,401,1.0,804.69,Home-Of,Home,894.1,Vincent Day,North,2022-07-03
681,2025-05-04,1057,2066,401,3.0,1548.18,Office-Occur,Clothing,516.06,Kathy Hall,North,2023-10-27
682,2025-05-04,1017,2059,403,2.0,409.64,Electronics-Clear,Home,512.05,Brittney Burnett,North,2020-07-03
683,2025-05-04,1083,2011,404,0.0,1638.96,Electronics-Religious,Clothing,409.74,Jacqueline Bishop,South,2020-06-05
684,2025-05-04,1094,2025,403,2.0,223.7,Electronics-Assume,Clothing,279.62,Robert Jones,West,2023-11-18
685,2025-05-04,1189,2079,402,3.0,3802.16,Office-Who,Home,950.54,Jennifer Farrell,North,2022-11-18
686,2025-05-04,1094,2075,404,1.0,702.58,Electronics-Letter,Electronics,780.64,Robert Jones,West,2023-11-18
687,2025-05-04,1187,2069,402,1.0,627.45,Clothing-Garden,Home,232.39,Kayla Solomon,North,2022-06-10
688,2025-05-04,1001,2052,401,1.0,0.0,Office-Year,Home,731.26,John Silva,East,2020-12-01
689,2025-05-04,1138,2044,401,2.0,166.06,Office-Society,Clothing,207.58,Bonnie Stewart,South,2022-04-19
690,2025-05-04,1000,2097,404,2.0,1347.36,Office-Recent,Clothing,842.1,Robert Gomez,West,2024-02-25
691,2025-05-04,1026,2026,402,3.0,211.56,Clothing-Use,Home,211.56,Gary Walls,North,2023-10-05
692,2025-05-04,1125,2007,402,2.0,933.42,Clothing-Over,Electronics,583.39,Debbie Andrews,West,2021-05-22
693,2025-05-04,1023,2005,402,3.0,1286.34,Office-Huge,Home,428.78,Dustin Medina,east,2021-06-14
694,2025-05-04,1179,2047,404,0.0,669.96,Clothing-Hair,Office,334.98,Desiree Miller,EAST,2021-12-21
695,2025-05-04,1148,2012,402,3.0,3115.95,Clothing-Artist,Electronics,623.19,Dean Allison,West,2021-06-23
696,2025-05-04,1019,2075,401,3.0,2341.92,Electronics-Letter,Electronics,780.64,Michelle Torres,Central,2020-11-18
697,2025-05-04,1169,2016,402,2.0,775.25,Home-He,Office,323.02,Michael Edwards,south-west,2023-09-26
698,2025-05-04,1066,2040,404,2.0,55.26,Clothing-Determine,Office,34.54,Derrick Myers,North,2022-04-06
699,2025-05-04,1081,2057,403,1.0,393.28,Clothing-Identify,Home,436.98,Ryan White,South,2020-09-04
700,2025-05-04,1019,2025,402,0.0,559.24,Electronics-Assume,Clothing,279.62,Michelle Torres,Central,2020-11-18
701,2025-05-04,1039,2013,402,3.0,4676.8,Office-Cultural,Home,935.36,Brandy Good,West,2023-05-21
702,2025-05-04,1119,2040,404,0.0,69.08,Clothing-Determine,Office,34.54,Cameron Hernandez,east,2022-08-08
703,2025-05-04,1137,2045,402,3.0,0.0,Office-Next,Home,312.14,Jessica Harmon,south-west,2022-11-05
704,2025-05-04,1078,2059,403,0.0,1536.15,Electronics-Clear,Home,512.05,Danielle Fuller,south-west,2023-12-08
705,2025-05-04,1023,2020,403,0.0,0.0,Electronics-Share,Clothing,375.83,Dustin Medina,east,2021-06-14
706,2025-05-04,1055,2041,402,0.0,4021.05,Home-Assume,Office,804.21,William Benitez,east,2020-11-04
707,2025-05-04,1182,2031,403,3.0,1695.9,Office-Develop,Office,565.3,James Gray,West,2020-07-24
708,2025-05-04,1131,2006,403,2.0,475.2,Office-Class,Clothing,198.0,Mark Gomez,West,2020-06-11
709,2025-05-04,1044,2003,404,3.0,1155.54,Electronics-Training,Clothing,385.18,Anita Huerta,East,2022-04-08
710,2025-05-04,1142,2095,402,0.0,2453.95,Home-Seem,Office,490.79,Marvin Hamilton,North,2022-04-23
711,2025-05-04,1118,2013,402,0.0,1870.72,Office-Cultural,Home,935.36,Briana Alvarado,South,2022-03-18
712,2025-05-04,1003,2007,402,1.0,1050.1,Clothing-Over,Electronics,583.39,David Brennan,North,2020-05-21
713,2025-05-04,1050,2051,403,0.0,117.32,Home-Century,Electronics,117.32,Jeffrey Mclaughlin,EAST,2022-03-28
714,2025-05-04,1149,2075,403,0.0,780.64,Electronics-Letter,Electronics,780.64,Jordan Elliott,North,2020-05-13
715,2025-05-04,1005,2008,402,3.0,466.13,Electronics-Skin,Home,66.59,Jessica Mora,South,2021-08-05
715,2025-05-04,1005,2008,402,3.0,466.13,Electronics-Skin,Home,66.59,Jessica Mora,South,2021-08-05
716,2025-05-04,1032,2011,403,0.0,409.74,Electronics-Religious,Clothing,409.74,Terri Long,east,2022-10-23
717,2025-05-04,1010,2059,401,1.0,921.69,Electronics-Clear,Home,512.05,Mike Davis,East,2022-03-23
718,2025-05-04,1146,2055,404,3.0,0.0,Clothing-Politics,Home,53.94,Jonathan Andrade,south-west,2020-06-07
719,2025-05-04,1007,2048,404,1.0,1287.47,Electronics-Candidate,Home,357.63,David Kim,West,2020-05-20
720,2025-05-04,1090,2027,402,2.0,413.78,Home-Purpose,Office,258.61,Nicholas Dunlap,South,2020-10-11
721,2025-05-04,1071,2057,402,0.0,1310.94,Clothing-Identify,Home,436.98,Christopher Frost,east,2020-08-21
722,2025-05-04,1157,2079,402,2.0,2281.3,Office-Who,Home,950.54,Cheryl Wu,West,2021-12-10
723,2025-05-04,1127,2052,404,0.0,2193.78,Office-Year,Home,731.26,George Edwards,Central,2023-05-12
